age,gender,weight_kg,activity_level,purpose,lean_body_mass_kg,bmr,protein_need_per_lean_kg_sedentary,protein_need_per_lean_kg_active,protein_need_per_lean_kg_very_active,protein_per_kg_min,protein_per_kg_moderate,protein_per_kg_max,activity_protein_multiplier,adjusted_protein_need,age_protein_factor,protein_for_age_group,gender_protein_base,protein_gender_adjusted,purpose_protein_multiplier,protein_for_purpose,lean_to_total_ratio,muscle_mass_score,bmr_per_kg,protein_metabolic_need,training_intensity,recovery_protein_need,protein_g
49,Male,88.7,lightly_active,weight_gain,63.5,1755,101.6,139.7,165.1,70.96,106.44,177.4,1.1,139.7,1,106.44,1.4,124.18,1.5,190.5,0.71589628,45.45941375,19.78579481,17.55,2,139.7,149
26,Male,54.3,lightly_active,weight_gain,46.7,1417,74.72,102.74,121.42,43.44,65.16,108.6,1.1,102.74,1,65.16,1.4,76.02,1.5,140.1,0.860036832,40.16372007,26.09576427,14.17,2,102.74,91
42,Female,43.6,moderately_active,weight_loss,32.4,1055,51.84,71.28,84.24,34.88,52.32,87.2,1.4,90.72,1,52.32,1.2,52.32,1.3,84.24,0.743119266,24.07706422,24.19724771,10.55,0,58.32,95
20,Female,65.5,lightly_active,weight_loss,46,1383,73.6,101.2,119.6,52.4,78.6,131,1.1,101.2,1,78.6,1.2,78.6,1.3,119.6,0.702290076,32.30534351,21.11450382,13.83,0,82.8,146
44,Male,68.3,moderately_active,weight_loss,54.2,1554,86.72,119.24,140.92,54.64,81.96,136.6,1.4,151.76,1,81.96,1.4,95.62,1.3,140.92,0.793557833,43.01083455,22.75256223,15.54,0,97.56,162
55,Female,55.6,lightly_active,weight_loss,37.5,1153,60,82.5,97.5,44.48,66.72,111.2,1.1,82.5,1.2,80.064,1.2,66.72,1.3,97.5,0.674460432,25.29226619,20.73741007,11.53,0,67.5,113
25,Female,39.6,sedentary,muscle_gain,32.3,1101,51.68,71.06,83.98,31.68,47.52,79.2,0.8,51.68,1,47.52,1.2,47.52,1,64.6,0.815656566,26.34570707,27.8030303,11.01,0,58.14,76
30,Male,66.5,very_active,muscle_gain,55.8,1607,89.28,122.76,145.08,53.2,79.8,133,1.7,189.72,1,79.8,1.4,93.1,1,111.6,0.839097744,46.82165414,24.16541353,16.07,3,133.92,122
49,Female,52.7,moderately_active,maintain,36.7,1141,58.72,80.74,95.42,42.16,63.24,105.4,1.4,102.76,1,63.24,1.2,63.24,1,73.4,0.696394687,25.55768501,21.65085389,11.41,2,80.74,71
62,Female,44.4,lightly_active,muscle_gain,31.3,1004,50.08,68.86,81.38,35.52,53.28,88.8,1.1,68.86,1.2,63.936,1.2,53.28,1,62.6,0.704954955,22.06509009,22.61261261,10.04,1,62.6,82
31,Male,58.3,extra_active,weight_loss,49,1459,78.4,107.8,127.4,46.64,69.96,116.6,0.8,78.4,1,69.96,1.4,81.62,1.3,127.4,0.840480274,41.18353345,25.02572899,14.59,0,88.2,112
20,Female,59.9,sedentary,weight_gain,41.6,1278,66.56,91.52,108.16,47.92,71.88,119.8,0.8,66.56,1,71.88,1.2,71.88,1.5,124.8,0.694490818,28.89081803,21.33555927,12.78,0,74.88,106
26,Male,66.1,lightly_active,maintain,54,1561,86.4,118.8,140.4,52.88,79.32,132.2,1.1,118.8,1,79.32,1.4,92.54,1,108,0.816944024,44.11497731,23.61573374,15.61,1,108,90
58,Male,48.5,extra_active,maintain,39.1,1213,62.56,86.02,101.66,38.8,58.2,97,0.8,62.56,1.2,69.84,1.4,67.9,1,78.2,0.806185567,31.52185567,25.01030928,12.13,0,70.38,67
68,Male,78.8,very_active,muscle_gain,54.3,1537,86.88,119.46,141.18,63.04,94.56,157.6,1.7,184.62,1.2,113.472,1.4,110.32,1,108.6,0.689086294,37.41738579,19.50507614,15.37,3,130.32,150
28,Female,66.6,lightly_active,weight_gain,46.8,1396,74.88,102.96,121.68,53.28,79.92,133.2,1.1,102.96,1,79.92,1.2,79.92,1.5,140.4,0.702702703,32.88648649,20.96096096,13.96,2,102.96,108
35,Male,66.2,moderately_active,weight_loss,52.9,1530,84.64,116.38,137.54,52.96,79.44,132.4,1.4,148.12,1,79.44,1.4,92.68,1.3,137.54,0.799093656,42.27205438,23.11178248,15.3,0,95.22,132
34,Male,74.7,lightly_active,weight_gain,60.4,1696,96.64,132.88,157.04,59.76,89.64,149.4,1.1,132.88,1,89.64,1.4,104.58,1.5,181.2,0.808567604,48.83748327,22.70414993,16.96,2,132.88,128
29,Female,51,lightly_active,muscle_gain,38.7,1219,61.92,85.14,100.62,40.8,61.2,102,1.1,85.14,1,61.2,1.2,61.2,1,77.4,0.758823529,29.36647059,23.90196078,12.19,1,77.4,98
32,Male,70.8,moderately_active,maintain,56.4,1606,90.24,124.08,146.64,56.64,84.96,141.6,1.4,157.92,1,84.96,1.4,99.12,1,112.8,0.796610169,44.92881356,22.68361582,16.06,2,124.08,99
45,Female,62.4,lightly_active,maintain,40.8,1239,65.28,89.76,106.08,49.92,74.88,124.8,1.1,89.76,1,74.88,1.2,74.88,1,81.6,0.653846154,26.67692308,19.85576923,12.39,1,81.6,67
63,Female,67.2,moderately_active,maintain,41.5,1247,66.4,91.3,107.9,53.76,80.64,134.4,1.4,116.2,1.2,96.768,1.2,80.64,1,83,0.617559524,25.62872024,18.55654762,12.47,2,91.3,94
47,Female,65.3,lightly_active,muscle_gain,38.1,1183,60.96,83.82,99.06,52.24,78.36,130.6,1.1,83.82,1,78.36,1.2,78.36,1,76.2,0.583460949,22.22986217,18.11638591,11.83,1,76.2,129
50,Female,62.1,sedentary,weight_loss,41.9,1265,67.04,92.18,108.94,49.68,74.52,124.2,0.8,67.04,1.2,89.424,1.2,74.52,1.3,108.94,0.674718196,28.27069243,20.37037037,12.65,0,75.42,120
49,Male,64,sedentary,muscle_gain,52,1512,83.2,114.4,135.2,51.2,76.8,128,0.8,83.2,1,76.8,1.4,89.6,1,104,0.8125,42.25,23.625,15.12,0,93.6,127
24,Male,81.9,very_active,muscle_gain,62.9,1752,100.64,138.38,163.54,65.52,98.28,163.8,1.7,213.86,1,98.28,1.4,114.66,1,125.8,0.768009768,48.30781441,21.39194139,17.52,3,150.96,177
26,Female,38.4,moderately_active,maintain,31.3,1076,50.08,68.86,81.38,30.72,46.08,76.8,1.4,87.64,1,46.08,1.2,46.08,1,62.6,0.815104167,25.51276042,28.02083333,10.76,2,68.86,50
25,Female,59.1,very_active,weight_gain,44.5,1356,71.2,97.9,115.7,47.28,70.92,118.2,1.7,151.3,1,70.92,1.2,70.92,1.5,133.5,0.752961083,33.50676819,22.94416244,13.56,6,133.5,93
17,Male,52.4,very_active,weight_loss,46.8,1439,74.88,102.96,121.68,41.92,62.88,104.8,1.7,159.12,1,62.88,1.4,73.36,1.3,121.68,0.893129771,41.79847328,27.46183206,14.39,0,84.24,101
38,Female,55.9,sedentary,weight_loss,39.4,1213,63.04,86.68,102.44,44.72,67.08,111.8,0.8,63.04,1,67.08,1.2,67.08,1.3,102.44,0.704830054,27.77030411,21.69946333,12.13,0,70.92,115
26,Male,70.3,sedentary,weight_gain,58.8,1671,94.08,129.36,152.88,56.24,84.36,140.6,0.8,94.08,1,84.36,1.4,98.42,1.5,176.4,0.836415363,49.18122333,23.76955903,16.71,0,105.84,108
54,Female,51.7,lightly_active,muscle_gain,35.8,1116,57.28,78.76,93.08,41.36,62.04,103.4,1.1,78.76,1.2,74.448,1.2,62.04,1,71.6,0.69245648,24.78994197,21.5860735,11.16,1,71.6,102
57,Female,69.5,sedentary,muscle_gain,41.6,1259,66.56,91.52,108.16,55.6,83.4,139,0.8,66.56,1.2,100.08,1.2,83.4,1,83.2,0.598561151,24.90014388,18.11510791,12.59,0,74.88,132
19,Female,62.3,sedentary,muscle_gain,47.2,1421,75.52,103.84,122.72,49.84,74.76,124.6,0.8,75.52,1,74.76,1.2,74.76,1,94.4,0.757624398,35.75987159,22.80898876,14.21,0,84.96,129
27,Female,62.5,very_active,muscle_gain,42.3,1290,67.68,93.06,109.98,50,75,125,1.7,143.82,1,75,1.2,75,1,84.6,0.6768,28.62864,20.64,12.9,3,101.52,133
25,Female,40.9,very_active,maintain,32.4,1081,51.84,71.28,84.24,32.72,49.08,81.8,1.7,110.16,1,49.08,1.2,49.08,1,64.8,0.792176039,25.66650367,26.43031785,10.81,3,77.76,50
27,Male,45.5,sedentary,maintain,40,1280,64,88,104,36.4,54.6,91,0.8,64,1,54.6,1.4,63.7,1,80,0.879120879,35.16483516,28.13186813,12.8,0,72,56
24,Female,41.4,lightly_active,maintain,32.7,1090,52.32,71.94,85.02,33.12,49.68,82.8,1.1,71.94,1,49.68,1.2,49.68,1,65.4,0.789855072,25.82826087,26.32850242,10.9,1,65.4,50
49,Female,61,extra_active,muscle_gain,39.3,1199,62.88,86.46,102.18,48.8,73.2,122,0.8,62.88,1,73.2,1.2,73.2,1,78.6,0.644262295,25.3195082,19.6557377,11.99,0,70.74,113
28,Female,73.2,moderately_active,weight_loss,48.2,1434,77.12,106.04,125.32,58.56,87.84,146.4,1.4,134.96,1,87.84,1.2,87.84,1.3,125.32,0.658469945,31.73825137,19.59016393,14.34,0,86.76,142
17,Female,57.1,lightly_active,maintain,43.9,1348,70.24,96.58,114.14,45.68,68.52,114.2,1.1,96.58,1,68.52,1.2,68.52,1,87.8,0.76882662,33.75148862,23.60770578,13.48,1,87.8,65
28,Male,45,lightly_active,weight_loss,40.8,1318,65.28,89.76,106.08,36,54,90,1.1,89.76,1,54,1.4,63,1.3,106.08,0.906666667,36.992,29.28888889,13.18,0,73.44,95
18,Female,59.4,sedentary,weight_gain,43.7,1332,69.92,96.14,113.62,47.52,71.28,118.8,0.8,69.92,1,71.28,1.2,71.28,1.5,131.1,0.735690236,32.1496633,22.42424242,13.32,0,78.66,87
25,Female,67.7,sedentary,maintain,48.3,1435,77.28,106.26,125.58,54.16,81.24,135.4,0.8,77.28,1,81.24,1.2,81.24,1,96.6,0.713441654,34.45923191,21.19645495,14.35,0,86.94,92
41,Male,59.7,very_active,weight_loss,49.4,1461,79.04,108.68,128.44,47.76,71.64,119.4,1.7,167.96,1,71.64,1.4,83.58,1.3,128.44,0.827470687,40.87705193,24.47236181,14.61,0,88.92,123
62,Male,81.7,sedentary,muscle_gain,57.3,1609,91.68,126.06,148.98,65.36,98.04,163.4,0.8,91.68,1.2,117.648,1.4,114.38,1,114.6,0.701346389,40.1871481,19.69400245,16.09,0,103.14,174
26,Female,67.9,sedentary,maintain,47.9,1424,76.64,105.38,124.54,54.32,81.48,135.8,0.8,76.64,1,81.48,1.2,81.48,1,95.8,0.70544919,33.7910162,20.97201767,14.24,0,86.22,81
20,Male,45,sedentary,maintain,41.6,1350,66.56,91.52,108.16,36,54,90,0.8,66.56,1,54,1.4,63,1,83.2,0.924444444,38.45688889,30,13.5,0,74.88,62
21,Male,73.6,lightly_active,muscle_gain,58.5,1660,93.6,128.7,152.1,58.88,88.32,147.2,1.1,128.7,1,88.32,1.4,103.04,1,117,0.794836957,46.49796196,22.55434783,16.6,1,117,157
63,Male,93.6,moderately_active,muscle_gain,63.6,1758,101.76,139.92,165.36,74.88,112.32,187.2,1.4,178.08,1.2,134.784,1.4,131.04,1,127.2,0.679487179,43.21538462,18.78205128,17.58,2,139.92,202
25,Female,55.4,lightly_active,weight_loss,41.6,1285,66.56,91.52,108.16,44.32,66.48,110.8,1.1,91.52,1,66.48,1.2,66.48,1.3,108.16,0.750902527,31.23754513,23.19494585,12.85,0,74.88,109
46,Female,59.1,sedentary,muscle_gain,38.1,1171,60.96,83.82,99.06,47.28,70.92,118.2,0.8,60.96,1,70.92,1.2,70.92,1,76.2,0.644670051,24.56192893,19.81387479,11.71,0,68.58,126
64,Male,88,lightly_active,muscle_gain,55.2,1583,88.32,121.44,143.52,70.4,105.6,176,1.1,121.44,1.2,126.72,1.4,123.2,1,110.4,0.627272727,34.62545455,17.98863636,15.83,1,110.4,182
58,Female,52.9,lightly_active,muscle_gain,35.4,1096,56.64,77.88,92.04,42.32,63.48,105.8,1.1,77.88,1.2,76.176,1.2,63.48,1,70.8,0.669187146,23.68922495,20.71833648,10.96,1,70.8,106
36,Female,73.7,sedentary,weight_loss,48.9,1443,78.24,107.58,127.14,58.96,88.44,147.4,0.8,78.24,1,88.44,1.2,88.44,1.3,127.14,0.663500678,32.44518318,19.57937585,14.43,0,88.02,156
48,Male,79.8,moderately_active,maintain,60.4,1684,96.64,132.88,157.04,63.84,95.76,159.6,1.4,169.12,1,95.76,1.4,111.72,1,120.8,0.756892231,45.71629073,21.10275689,16.84,2,132.88,95
16,Male,62.2,very_active,muscle_gain,55.8,1637,89.28,122.76,145.08,49.76,74.64,124.4,1.7,189.72,1,74.64,1.4,87.08,1,111.6,0.897106109,50.0585209,26.31832797,16.37,3,133.92,121
64,Female,41.9,moderately_active,weight_loss,29.4,952,47.04,64.68,76.44,33.52,50.28,83.8,1.4,82.32,1.2,60.336,1.2,50.28,1.3,76.44,0.701670644,20.62911695,22.72076372,9.52,0,52.92,97
56,Male,80.2,sedentary,weight_loss,57.1,1607,91.36,125.62,148.46,64.16,96.24,160.4,0.8,91.36,1.2,115.488,1.4,112.28,1.3,148.46,0.711970075,40.65349127,20.03740648,16.07,0,102.78,152
26,Female,40.8,moderately_active,maintain,32.4,1084,51.84,71.28,84.24,32.64,48.96,81.6,1.4,90.72,1,48.96,1.2,48.96,1,64.8,0.794117647,25.72941176,26.56862745,10.84,2,71.28,56
18,Male,75.7,sedentary,weight_loss,61.4,1724,98.24,135.08,159.64,60.56,90.84,151.4,0.8,98.24,1,90.84,1.4,105.98,1.3,159.64,0.811096433,49.801321,22.77410832,17.24,0,110.52,154
43,Male,45,lightly_active,muscle_gain,39.1,1255,62.56,86.02,101.66,36,54,90,1.1,86.02,1,54,1.4,63,1,78.2,0.868888889,33.97355556,27.88888889,12.55,1,78.2,88
26,Female,53.7,extra_active,weight_gain,39.1,1218,62.56,86.02,101.66,42.96,64.44,107.4,0.8,62.56,1,64.44,1.2,64.44,1.5,117.3,0.728119181,28.46945996,22.68156425,12.18,0,70.38,88
19,Male,61.3,extra_active,muscle_gain,52.8,1553,84.48,116.16,137.28,49.04,73.56,122.6,0.8,84.48,1,73.56,1.4,85.82,1,105.6,0.861337684,45.47862969,25.33442088,15.53,0,95.04,115
34,Female,71.5,very_active,muscle_gain,45.8,1374,73.28,100.76,119.08,57.2,85.8,143,1.7,155.72,1,85.8,1.2,85.8,1,91.6,0.640559441,29.33762238,19.21678322,13.74,3,109.92,131
17,Male,72.5,lightly_active,maintain,61.2,1726,97.92,134.64,159.12,58,87,145,1.1,134.64,1,87,1.4,101.5,1,122.4,0.844137931,51.66124138,23.80689655,17.26,1,122.4,99
43,Male,86.2,moderately_active,maintain,65.5,1798,104.8,144.1,170.3,68.96,103.44,172.4,1.4,183.4,1,103.44,1.4,120.68,1,131,0.759860789,49.77088167,20.85846868,17.98,2,144.1,114
23,Male,61.9,sedentary,muscle_gain,53,1555,84.8,116.6,137.8,49.52,74.28,123.8,0.8,84.8,1,74.28,1.4,86.66,1,106,0.856219709,45.37964459,25.12116317,15.55,0,95.4,115
40,Male,72,very_active,weight_loss,57.4,1626,91.84,126.28,149.24,57.6,86.4,144,1.7,195.16,1,86.4,1.4,100.8,1.3,149.24,0.797222222,45.76055556,22.58333333,16.26,0,103.32,160
29,Male,78.4,lightly_active,muscle_gain,61.2,1711,97.92,134.64,159.12,62.72,94.08,156.8,1.1,134.64,1,94.08,1.4,109.76,1,122.4,0.780612245,47.77346939,21.82397959,17.11,1,122.4,169
21,Male,73.3,lightly_active,muscle_gain,61.8,1738,98.88,135.96,160.68,58.64,87.96,146.6,1.1,135.96,1,87.96,1.4,102.62,1,123.6,0.843110505,52.1042292,23.71077763,17.38,1,123.6,159
22,Female,42.4,lightly_active,muscle_gain,33.4,1104,53.44,73.48,86.84,33.92,50.88,84.8,1.1,73.48,1,50.88,1.2,50.88,1,66.8,0.787735849,26.31037736,26.03773585,11.04,1,66.8,90
19,Female,63.8,lightly_active,weight_loss,44.9,1357,71.84,98.78,116.74,51.04,76.56,127.6,1.1,98.78,1,76.56,1.2,76.56,1.3,116.74,0.703761755,31.59890282,21.26959248,13.57,0,80.82,135
24,Male,88.4,lightly_active,maintain,68.3,1868,109.28,150.26,177.58,70.72,106.08,176.8,1.1,150.26,1,106.08,1.4,123.76,1,136.6,0.772624434,52.77024887,21.13122172,18.68,1,136.6,96
41,Female,73.9,lightly_active,maintain,46.7,1392,74.72,102.74,121.42,59.12,88.68,147.8,1.1,102.74,1,88.68,1.2,88.68,1,93.4,0.631935047,29.51136671,18.83626522,13.92,1,93.4,80
44,Male,87.5,very_active,weight_loss,63.8,1762,102.08,140.36,165.88,70,105,175,1.7,216.92,1,105,1.4,122.5,1.3,165.88,0.729142857,46.51931429,20.13714286,17.62,0,114.84,185
27,Male,73,very_active,weight_loss,61.2,1724,97.92,134.64,159.12,58.4,87.6,146,1.7,208.08,1,87.6,1.4,102.2,1.3,159.12,0.838356164,51.30739726,23.61643836,17.24,0,110.16,154
62,Female,44.2,lightly_active,weight_loss,29.7,947,47.52,65.34,77.22,35.36,53.04,88.4,1.1,65.34,1.2,63.648,1.2,53.04,1.3,77.22,0.671945701,19.95678733,21.42533937,9.47,0,53.46,90
18,Male,50,sedentary,maintain,45.1,1408,72.16,99.22,117.26,40,60,100,0.8,72.16,1,60,1.4,70,1,90.2,0.902,40.6802,28.16,14.08,0,81.18,51
32,Male,59.2,lightly_active,muscle_gain,51.1,1518,81.76,112.42,132.86,47.36,71.04,118.4,1.1,112.42,1,71.04,1.4,82.88,1,102.2,0.863175676,44.10827703,25.64189189,15.18,1,102.2,122
16,Male,71.4,sedentary,weight_gain,61.3,1733,98.08,134.86,159.38,57.12,85.68,142.8,0.8,98.08,1,85.68,1.4,99.96,1.5,183.9,0.858543417,52.62871148,24.27170868,17.33,0,110.34,111
35,Female,75.8,moderately_active,weight_loss,48.4,1438,77.44,106.48,125.84,60.64,90.96,151.6,1.4,135.52,1,90.96,1.2,90.96,1.3,125.84,0.638522427,30.90448549,18.97097625,14.38,0,87.12,158
42,Female,55.1,sedentary,maintain,41.2,1277,65.92,90.64,107.12,44.08,66.12,110.2,0.8,65.92,1,66.12,1.2,66.12,1,82.4,0.747731397,30.80653358,23.17604356,12.77,0,74.16,77
69,Male,69.5,sedentary,weight_loss,48.5,1400,77.6,106.7,126.1,55.6,83.4,139,0.8,77.6,1.2,100.08,1.4,97.3,1.3,126.1,0.697841727,33.84532374,20.14388489,14,0,87.3,150
21,Male,66.8,sedentary,weight_loss,57.2,1645,91.52,125.84,148.72,53.44,80.16,133.6,0.8,91.52,1,80.16,1.4,93.52,1.3,148.72,0.856287425,48.97964072,24.6257485,16.45,0,102.96,155
17,Female,44.9,very_active,weight_gain,36.2,1185,57.92,79.64,94.12,35.92,53.88,89.8,1.7,123.08,1,53.88,1.2,53.88,1.5,108.6,0.80623608,29.1857461,26.39198218,11.85,6,108.6,71
26,Female,56.2,extra_active,weight_gain,41.9,1290,67.04,92.18,108.94,44.96,67.44,112.4,0.8,67.04,1,67.44,1.2,67.44,1.5,125.7,0.745551601,31.2386121,22.95373665,12.9,0,75.42,100
33,Male,84.4,sedentary,weight_loss,64.2,1775,102.72,141.24,166.92,67.52,101.28,168.8,0.8,102.72,1,101.28,1.4,118.16,1.3,166.92,0.760663507,48.83459716,21.03080569,17.75,0,115.56,156
31,Male,68.8,lightly_active,muscle_gain,55.5,1590,88.8,122.1,144.3,55.04,82.56,137.6,1.1,122.1,1,82.56,1.4,96.32,1,111,0.806686047,44.77107558,23.11046512,15.9,1,111,138
52,Male,81,moderately_active,maintain,59,1652,94.4,129.8,153.4,64.8,97.2,162,1.4,165.2,1.2,116.64,1.4,113.4,1,118,0.728395062,42.97530864,20.39506173,16.52,2,129.8,84
29,Male,79.9,lightly_active,weight_loss,62.3,1736,99.68,137.06,161.98,63.92,95.88,159.8,1.1,137.06,1,95.88,1.4,111.86,1.3,161.98,0.779724656,48.57684606,21.72715895,17.36,0,112.14,185
31,Female,60.6,sedentary,muscle_gain,42.7,1298,68.32,93.94,111.02,48.48,72.72,121.2,0.8,68.32,1,72.72,1.2,72.72,1,85.4,0.704620462,30.08729373,21.41914191,12.98,0,76.86,126
28,Male,70.9,sedentary,weight_loss,59.5,1687,95.2,130.9,154.7,56.72,85.08,141.8,0.8,95.2,1,85.08,1.4,99.26,1.3,154.7,0.839210155,49.93300423,23.79407616,16.87,0,107.1,130
47,Male,86.3,lightly_active,muscle_gain,66.2,1813,105.92,145.64,172.12,69.04,103.56,172.6,1.1,145.64,1,103.56,1.4,120.82,1,132.4,0.767091541,50.78146002,21.00811124,18.13,1,132.4,185
20,Female,38.4,sedentary,maintain,30.8,1049,49.28,67.76,80.08,30.72,46.08,76.8,0.8,49.28,1,46.08,1.2,46.08,1,61.6,0.802083333,24.70416667,27.31770833,10.49,0,55.44,50
40,Female,63.8,sedentary,muscle_gain,44.2,1329,70.72,97.24,114.92,51.04,76.56,127.6,0.8,70.72,1,76.56,1.2,76.56,1,88.4,0.692789969,30.62131661,20.830721,13.29,0,79.56,117
16,Female,59.6,very_active,maintain,44.9,1367,71.84,98.78,116.74,47.68,71.52,119.2,1.7,152.66,1,71.52,1.2,71.52,1,89.8,0.753355705,33.82567114,22.93624161,13.67,3,107.76,66
21,Male,77.6,very_active,muscle_gain,61.1,1716,97.76,134.42,158.86,62.08,93.12,155.2,1.7,207.74,1,93.12,1.4,108.64,1,122.2,0.787371134,48.10837629,22.11340206,17.16,3,146.64,167
49,Female,54.7,very_active,maintain,37.3,1150,59.68,82.06,96.98,43.76,65.64,109.4,1.7,126.82,1,65.64,1.2,65.64,1,74.6,0.68190128,25.43491773,21.023766,11.5,3,89.52,74
31,Female,57.4,moderately_active,muscle_gain,42.1,1290,67.36,92.62,109.46,45.92,68.88,114.8,1.4,117.88,1,68.88,1.2,68.88,1,84.2,0.733449477,30.878223,22.4738676,12.9,2,92.62,104
44,Male,56.6,moderately_active,muscle_gain,47.4,1422,75.84,104.28,123.24,45.28,67.92,113.2,1.4,132.72,1,67.92,1.4,79.24,1,94.8,0.83745583,39.69540636,25.12367491,14.22,2,104.28,110
43,Female,63.9,moderately_active,weight_loss,42,1271,67.2,92.4,109.2,51.12,76.68,127.8,1.4,117.6,1,76.68,1.2,76.68,1.3,109.2,0.657276995,27.6056338,19.89045383,12.71,0,75.6,140
60,Female,43.8,very_active,weight_loss,30.6,982,48.96,67.32,79.56,35.04,52.56,87.6,1.7,104.04,1.2,63.072,1.2,52.56,1.3,79.56,0.698630137,21.37808219,22.42009132,9.82,0,55.08,102
60,Female,52.2,sedentary,weight_gain,34.2,1062,54.72,75.24,88.92,41.76,62.64,104.4,0.8,54.72,1.2,75.168,1.2,62.64,1.5,102.6,0.655172414,22.40689655,20.34482759,10.62,0,61.56,90
50,Female,48.9,moderately_active,weight_loss,34,1071,54.4,74.8,88.4,39.12,58.68,97.8,1.4,95.2,1.2,70.416,1.2,58.68,1.3,88.4,0.695296524,23.6400818,21.90184049,10.71,0,61.2,103
21,Male,74.5,very_active,weight_loss,60.1,1694,96.16,132.22,156.26,59.6,89.4,149,1.7,204.34,1,89.4,1.4,104.3,1.3,156.26,0.806711409,48.4833557,22.73825503,16.94,0,108.18,142
29,Male,73.1,moderately_active,weight_loss,58.7,1659,93.92,129.14,152.62,58.48,87.72,146.2,1.4,164.36,1,87.72,1.4,102.34,1.3,152.62,0.803009576,47.13666211,22.69493844,16.59,0,105.66,137
29,Male,77.7,very_active,muscle_gain,61.8,1725,98.88,135.96,160.68,62.16,93.24,155.4,1.7,210.12,1,93.24,1.4,108.78,1,123.6,0.795366795,49.15366795,22.2007722,17.25,3,148.32,146
60,Female,65,sedentary,muscle_gain,38.4,1174,61.44,84.48,99.84,52,78,130,0.8,61.44,1.2,93.6,1.2,78,1,76.8,0.590769231,22.68553846,18.06153846,11.74,0,69.12,127
23,Male,65.6,lightly_active,muscle_gain,56.6,1635,90.56,124.52,147.16,52.48,78.72,131.2,1.1,124.52,1,78.72,1.4,91.84,1,113.2,0.862804878,48.8347561,24.92378049,16.35,1,113.2,124
45,Female,47,moderately_active,weight_loss,33.7,1073,53.92,74.14,87.62,37.6,56.4,94,1.4,94.36,1,56.4,1.2,56.4,1.3,87.62,0.717021277,24.16361702,22.82978723,10.73,0,60.66,102
48,Male,59.4,sedentary,weight_loss,49.2,1460,78.72,108.24,127.92,47.52,71.28,118.8,0.8,78.72,1,71.28,1.4,83.16,1.3,127.92,0.828282828,40.75151515,24.57912458,14.6,0,88.56,138
38,Male,67.4,sedentary,maintain,53.2,1533,85.12,117.04,138.32,53.92,80.88,134.8,0.8,85.12,1,80.88,1.4,94.36,1,106.4,0.789317507,41.99169139,22.74480712,15.33,0,95.76,81
44,Female,60,extra_active,maintain,42.8,1298,68.48,94.16,111.28,48,72,120,0.8,68.48,1,72,1.2,72,1,85.6,0.713333333,30.53066667,21.63333333,12.98,0,77.04,70
34,Male,77.6,moderately_active,weight_loss,61.4,1713,98.24,135.08,159.64,62.08,93.12,155.2,1.4,171.92,1,93.12,1.4,108.64,1.3,159.64,0.791237113,48.58195876,22.07474227,17.13,0,110.52,142
41,Female,71.9,sedentary,muscle_gain,46.5,1384,74.4,102.3,120.9,57.52,86.28,143.8,0.8,74.4,1,86.28,1.2,86.28,1,93,0.646731572,30.07301808,19.24895688,13.84,0,83.7,154
32,Female,64.4,sedentary,muscle_gain,43.7,1319,69.92,96.14,113.62,51.52,77.28,128.8,0.8,69.92,1,77.28,1.2,77.28,1,87.4,0.678571429,29.65357143,20.48136646,13.19,0,78.66,141
38,Male,74.8,lightly_active,muscle_gain,59.2,1664,94.72,130.24,153.92,59.84,89.76,149.6,1.1,130.24,1,89.76,1.4,104.72,1,118.4,0.79144385,46.85347594,22.2459893,16.64,1,118.4,160
18,Male,62.7,extra_active,weight_gain,53.1,1554,84.96,116.82,138.06,50.16,75.24,125.4,0.8,84.96,1,75.24,1.4,87.78,1.5,159.3,0.846889952,44.96985646,24.784689,15.54,0,95.58,112
33,Male,64.6,extra_active,muscle_gain,52.3,1520,83.68,115.06,135.98,51.68,77.52,129.2,0.8,83.68,1,77.52,1.4,90.44,1,104.6,0.809597523,42.34195046,23.52941176,15.2,0,94.14,139
31,Female,74.5,lightly_active,muscle_gain,46.9,1408,75.04,103.18,121.94,59.6,89.4,149,1.1,103.18,1,89.4,1.2,89.4,1,93.8,0.629530201,29.52496644,18.89932886,14.08,1,93.8,141
26,Male,70.4,lightly_active,muscle_gain,60,1703,96,132,156,56.32,84.48,140.8,1.1,132,1,84.48,1.4,98.56,1,120,0.852272727,51.13636364,24.19034091,17.03,1,120,145
30,Female,61.4,moderately_active,weight_gain,44.3,1339,70.88,97.46,115.18,49.12,73.68,122.8,1.4,124.04,1,73.68,1.2,73.68,1.5,132.9,0.721498371,31.96237785,21.80781759,13.39,4,115.18,99
22,Male,55.4,moderately_active,muscle_gain,47.1,1422,75.36,103.62,122.46,44.32,66.48,110.8,1.4,131.88,1,66.48,1.4,77.56,1,94.2,0.850180505,40.04350181,25.66787004,14.22,2,103.62,104
52,Female,48.3,sedentary,maintain,33.4,1054,53.44,73.48,86.84,38.64,57.96,96.6,0.8,53.44,1.2,69.552,1.2,57.96,1,66.8,0.691511387,23.09648033,21.82194617,10.54,0,60.12,65
19,Female,52,sedentary,weight_loss,39.9,1253,63.84,87.78,103.74,41.6,62.4,104,0.8,63.84,1,62.4,1.2,62.4,1.3,103.74,0.767307692,30.61557692,24.09615385,12.53,0,71.82,121
